client_id	path	sentence	up_votes	down_votes	age	gender	accent
0c8ba63665303a01117332d5c7de7438ee9e9f5d523530d1ef2cd4416721772bbca74041a6809776edd10d419a36f15d1ba5a382c8793aaaf3949a353a852417	common_voice_tr_17343923.mp3	Seydiu şimdi iki mevkiyi de kaybetti.	2	1	teens	male	other
236a01cbb9dc681398aa97c5b5b25df6ab1528757eaa2bcc3bcd2b18768688a01250e518b69205d1002b9fc0c2ad75b6f9642272934f610634e36e77e49105de	common_voice_tr_19942053.mp3	Siyasette temiz insanlara ihtiyacımız var.	2	0			
38bfb2e08d0f099ba084c2e2bdf4d6beb880e2f2207abd5f4ffc67aa23d1a1538e1d35d29dbda478c139dcb1ddeaad775837925423b50468f3e94cd7bc0db7b7	common_voice_tr_17354593.mp3	Broz, büyükbabasının başarılarını gururla anıyor.	2	0			
49054ba389e2c960c1bb50387c51f32762abfe3e19e0cef07cacc3981174a25c5d1f72a8e1d08ee5053b1938f238138e95989920a25ed6f3cfb0cdb1353a926c	common_voice_tr_19942151.mp3	Calasan yetenekli çocuk bursu da aldı.	2	0			
4a02ad68cf34bc9ac9135432c0070013d02f3903102af1aa01a634c7409c50f180f617b6eedfa5097ae788dac863b169f3e9ba855d17789c3de62cf4f052d26f	common_voice_tr_19821495.mp3	Referandum tarihi henüz belirlenmedi.	2	0	twenties	female	
4ef5c7615c736781a5aff077ea0e0b39e121946f50f4d1a953747d0a7d36d89ed04fabb0303f6d4f08a14deb8dbd71cd36dc93161ffff35aa541dd3960de4776	common_voice_tr_18369567.mp3	Her yaştan takasçı geliyor.	2	0			
63308fdc4cf0f3721ec86789a8ced977e9861a15445cd696aed45721821170cd95d985be7edd74848f2980f355e34291609109b35ea6f540a84d968e460ce529	common_voice_tr_18880422.mp3	Atık yönetimi bir ülkenin yaşam tarzını yansıtır.	2	1			
6ef3cde98153675bec89383ab1eca70f9479dc59de1d9170cf9aa92e73363a7ef776d719edb6e4145d252e28269bcb7338b09e3a112e6f9c844eb460a9594f0d	common_voice_tr_17360354.mp3	Hükümetin değişmesi halinde müzakereler ve katılım süreci ne yönde etkilenir?	2	1			
6f4b8fa3bdb0bdfc3b0c2ef2221f1f4290ba098282ef9aff4cdd8534d09c591c533c43c59a7e58b619618ac2e7d84a1b8cfbdd3f6c2bf5cbf6f3757c753aae2a	common_voice_tr_18177773.mp3	"Etkinlik yirmi iki Mayıs'a kadar açık kalacak."	2	0			
773a8f303fcdce1ad7f30643916d1c7fcc4293fde89e8d5966bd8089d8e097d02db3299b28da72f869b55ced840d54220a0f3c4bec6a2d98b6202fa043db7718	common_voice_tr_18275502.mp3	Kasedin etkisi büyük oldu.	2	0			
